student_id,student_name,email,program,year_of_study,enrollment_date,is_commuter,works_part_time,has_declared_disability,is_international,financial_support,attendance_rate,attendance_slope_4w,vle_logins_last_week,vle_time_hours_last_week,vle_logins_slope_4w,vle_hours_slope_4w,materials_accessed_last_4w,engagement_trend,assignments_submitted_on_time,assignments_submitted_late,last_assessment_grade,previous_semester_gpa,accessed_upcoming_assessment_brief,days_to_nearest_assessment,withdrew,failed_next_assessment,prior_intervention_count,prior_interventions_improved,split,consecutive_missed_max,late_arrivals_total,excused_absences,unexcused_absences,quiz_attempts_count,resource_downloads_count,forum_posts_count,mean_module_grade,module_grade_variance,wellbeing_score,wellbeing_flags,wellbeing_last_checkin,missing_assignments_count
STU0091,Vanessa Brooks,vanessa.brooks@student.chester.ac.uk,Computer Science,2,2024-09-06,True,False,True,True,Full,91.88,10.25,14,9.66,4.25,2.43,17,Improving,7,0,84,3.99,True,13,False,False,0,0,train,1,8,4,6,5,5,2,88.7,205.5,9,0,2025-03-21,0
STU0092,Jennifer Lyons,jennifer.lyons@student.chester.ac.uk,Engineering,2,2024-09-04,False,False,True,True,Self-funded,82.68,5.74,4,2.64,0.5,0.57,9,Improving,5,0,55,2.68,True,14,False,False,1,1,train,2,5,2,11,5,10,1,60.9,4.4,10,1,2025-02-23,0
STU0093,Alison O'Neill,alison.oneill@student.chester.ac.uk,Data Science,1,2024-10-03,False,True,False,True,Partial,91.48,16.22,7,3.62,1.88,0.62,13,Improving,5,0,95,4.0,True,10,False,False,0,0,train,2,5,2,9,7,10,1,89.9,56.1,8,0,2025-02-23,1
STU0094,Eric Collins,eric.collins@student.chester.ac.uk,Business Analytics,3,2024-09-16,False,False,False,True,Self-funded,76.53,-5.17,1,0.82,1.88,1.35,9,Declining,3,1,44,1.82,False,20,False,False,0,0,test,2,7,1,9,4,12,1,44.4,129.8,6,0,2025-03-19,1
STU0095,Michael Fox,michael.fox@student.chester.ac.uk,Computer Science,2,2024-10-13,False,True,False,False,Partial,82.2,4.8,10,3.34,2.88,0.74,12,Improving,5,0,66,3.31,True,3,False,False,0,0,train,2,9,4,9,3,7,2,67.6,116.1,6,1,2025-03-05,0
STU0096,Bernard Fox,bernard.fox@student.chester.ac.uk,Business Analytics,3,2024-09-21,False,False,False,True,Partial,69.12,12.13,1,0.35,2.75,-0.03,4,Improving,3,1,54,3.12,False,18,False,False,0,0,train,3,8,5,18,1,14,0,55.3,84.8,8,2,2025-03-16,2
STU0097,Thomas Hammond,thomas.hammond@student.chester.ac.uk,Data Science,3,2024-09-17,True,False,False,False,Self-funded,75.56,6.39,9,6.13,0.38,0.4,14,Improving,5,0,62,3.64,True,14,False,False,0,0,train,2,6,3,14,6,10,2,57.2,45.1,7,0,2025-03-09,1
STU0098,Julia Howard,julia.howard@student.chester.ac.uk,Psychology,1,2024-09-28,False,True,True,True,Full,85.65,-2.57,16,7.89,2.88,1.98,7,Stable,6,0,80,4.0,True,13,False,False,1,0,train,1,2,1,8,4,9,3,74.0,27.1,6,0,2025-03-18,0
STU0099,Joseph Howe,joseph.howe@student.chester.ac.uk,Psychology,3,2024-09-13,True,False,True,False,Full,84.4,1.74,9,5.14,0.25,0.71,11,Stable,5,0,64,3.35,True,12,False,False,0,0,train,1,7,1,10,1,6,3,69.5,351.6,6,1,2025-03-11,0
STU0100,Mohamed Bruce,mohamed.bruce@student.chester.ac.uk,Psychology,1,2024-10-28,False,False,False,False,Self-funded,70.76,4.04,2,0.0,0.5,-1.67,4,Improving,2,1,52,2.12,False,17,True,False,0,0,val,2,6,3,16,4,7,0,51.1,127.3,7,0,2025-03-16,2
STU0101,Frank White,frank.white@student.chester.ac.uk,Engineering,1,2024-09-24,True,False,False,False,Full,78.79,-0.27,5,2.14,1.75,1.05,3,Stable,4,1,70,3.14,True,11,True,False,1,1,train,2,5,2,10,3,8,0,70.8,41.6,10,0,2025-03-07,0
STU0102,Danielle Stevens,danielle.stevens@student.chester.ac.uk,Data Science,1,2024-10-28,False,True,False,False,Self-funded,70.92,2.23,3,2.62,2.38,2.04,1,Stable,5,0,70,3.43,False,14,False,False,0,0,test,2,4,2,18,1,5,1,76.0,140.8,8,1,2025-03-13,0
STU0103,Wayne Wood,wayne.wood@student.chester.ac.uk,Computer Science,2,2024-09-05,False,False,False,True,Full,70.01,1.76,4,0.66,0.0,0.12,2,Stable,5,1,64,3.45,False,21,False,True,1,0,val,1,6,3,14,5,6,0,57.7,4.4,5,0,2025-02-28,0
STU0104,Alexandra Allen,alexandra.allen@student.chester.ac.uk,Computer Science,2,2024-09-16,True,False,False,True,Partial,63.65,-9.3,2,1.36,-1.75,-0.7,5,Declining,3,0,48,2.48,False,17,True,True,1,0,test,2,0,2,17,2,7,0,46.2,78.5,7,0,2025-03-17,0
STU0105,Norman McKenzie,norman.mckenzie@student.chester.ac.uk,Data Science,2,2024-10-05,False,False,False,False,Full,75.16,6.42,6,3.08,-2.0,-0.41,7,Improving,7,0,50,2.97,False,3,False,False,0,0,val,1,7,4,12,3,6,0,53.1,60.0,9,1,2025-03-13,0
STU0106,Jane Bates,jane.bates@student.chester.ac.uk,Engineering,1,2024-10-03,False,False,False,False,Self-funded,79.97,-11.71,9,6.88,-2.62,-0.54,7,Declining,7,0,81,3.41,True,3,False,False,0,0,train,1,7,0,7,5,8,0,84.3,18.0,6,0,2025-03-07,0
STU0107,Lewis Slater,lewis.slater@student.chester.ac.uk,Psychology,2,2024-10-27,False,False,False,False,Partial,56.54,-3.33,0,1.75,-1.0,-0.65,0,Declining,1,0,42,2.17,False,8,True,True,2,2,train,4,5,8,18,2,8,1,40.8,2.0,8,1,2025-03-07,0
STU0108,Owen Davison,owen.davison@student.chester.ac.uk,Engineering,3,2024-10-01,True,False,False,False,Full,80.92,3.84,6,5.32,0.38,0.6,8,Improving,7,0,80,3.38,True,6,False,False,0,0,train,1,8,4,9,5,10,2,84.1,31.6,7,0,2025-03-03,0
STU0109,Jade Taylor,jade.taylor@student.chester.ac.uk,Psychology,1,2024-10-23,False,False,False,True,Partial,73.26,-5.6,2,0.81,-0.88,1.03,6,Declining,5,1,67,2.58,False,9,False,False,0,0,test,1,3,0,12,1,6,0,71.6,33.7,6,1,2025-02-24,0
STU0110,Alexander Davies,alexander.davies@student.chester.ac.uk,Psychology,2,2024-09-11,False,True,True,False,Self-funded,60.99,4.01,2,1.44,0.88,0.4,0,Improving,3,0,44,2.03,False,15,False,False,0,0,train,3,3,5,21,3,4,2,44.9,139.3,5,0,2025-03-20,2
STU0111,Leah Gibson,leah.gibson@student.chester.ac.uk,Computer Science,1,2024-10-12,False,True,True,False,Partial,81.84,10.13,9,3.71,1.75,0.48,8,Improving,5,0,65,3.48,True,11,False,False,0,0,test,1,9,4,11,2,8,0,67.8,15.5,5,2,2025-03-09,0
STU0112,Sophie Briggs,sophie.briggs@student.chester.ac.uk,Business Analytics,3,2024-09-17,True,False,False,False,Full,75.69,-9.99,1,0.0,-3.0,-2.47,3,Declining,1,0,54,2.94,False,6,False,False,0,0,train,1,2,0,9,2,9,0,54.4,69.5,8,1,2025-03-20,2
STU0113,Raymond Smith,raymond.smith@student.chester.ac.uk,Engineering,1,2024-10-04,False,False,False,False,Full,64.73,-4.56,0,0.0,0.88,-0.29,10,Declining,1,2,56,2.61,False,7,True,False,0,0,test,2,3,2,17,3,6,2,58.7,370.6,8,0,2025-03-05,0
STU0114,Karl Wilkinson,karl.wilkinson@student.chester.ac.uk,Data Science,2,2024-10-11,False,True,False,False,Full,63.22,4.43,4,1.38,1.5,0.18,0,Improving,2,0,39,2.97,True,16,False,True,1,1,train,3,2,4,19,1,11,3,36.9,13.0,7,1,2025-03-16,1
STU0115,Bradley Oliver,bradley.oliver@student.chester.ac.uk,Computer Science,1,2024-09-23,False,False,False,False,Partial,78.26,-10.13,4,1.95,-4.12,-3.75,8,Declining,5,2,76,3.15,False,12,False,False,0,0,train,2,4,1,8,1,9,1,78.5,27.4,7,0,2025-02-20,1
STU0116,Ricky Hall,ricky.hall@student.chester.ac.uk,Data Science,2,2024-10-23,True,True,False,False,Full,90.57,-6.18,14,7.35,-4.0,-1.96,18,Declining,5,0,87,4.0,True,13,False,False,0,0,train,1,8,1,2,4,9,1,89.6,83.7,9,0,2025-02-22,1
STU0117,Keith Williams,keith.williams@student.chester.ac.uk,Computer Science,2,2024-09-07,False,False,False,False,Self-funded,63.04,-6.39,0,1.56,-1.12,0.21,0,Declining,1,2,58,3.19,False,7,False,False,0,0,train,2,5,3,15,3,7,2,52.2,303.2,6,0,2025-02-27,2
STU0118,Georgina Gibson,georgina.gibson@student.chester.ac.uk,Engineering,2,2024-09-03,True,False,True,False,Self-funded,65.62,14.8,2,2.06,1.12,0.71,3,Improving,5,0,47,2.28,False,14,False,True,1,1,train,2,3,3,25,2,7,1,48.8,265.5,7,2,2025-02-21,1
STU0119,Naomi Watkins,naomi.watkins@student.chester.ac.uk,Business Analytics,1,2024-09-20,False,True,False,False,Partial,75.24,7.07,8,2.28,2.88,2.2,3,Improving,4,0,65,3.33,False,14,False,False,0,0,train,2,5,3,15,2,2,0,67.8,132.1,5,2,2025-03-03,0
STU0120,Stephen Morgan,stephen.morgan@student.chester.ac.uk,Computer Science,3,2024-09-15,True,False,False,False,Full,78.06,1.53,6,3.11,1.0,-0.65,12,Stable,6,0,67,3.82,True,15,False,False,0,0,train,1,1,6,7,6,4,3,55.9,40.4,6,1,2025-03-15,2
STU0121,Frank Thompson,frank.thompson@student.chester.ac.uk,Data Science,2,2024-10-28,True,False,False,False,Partial,73.79,-6.93,4,3.44,-2.5,-1.55,10,Declining,1,0,56,2.68,False,20,True,False,2,1,train,2,5,3,11,2,4,1,62.8,102.7,7,1,2025-03-18,1
STU0122,Danielle Jones,danielle.jones@student.chester.ac.uk,Business Analytics,1,2024-10-09,False,True,True,False,Partial,62.18,-11.46,4,0.0,-1.88,-1.88,4,Declining,3,1,36,2.24,False,19,False,True,2,1,train,2,3,4,13,5,9,1,23.0,37.1,6,2,2025-03-14,0
STU0123,Joanne Poole,joanne.poole@student.chester.ac.uk,Psychology,3,2024-10-04,True,False,False,False,Partial,72.79,8.49,3,1.8,1.12,0.83,9,Improving,7,1,63,3.09,False,7,False,False,0,0,test,2,6,3,19,3,15,0,62.5,208.2,6,0,2025-02-26,1
STU0124,Roger Lamb,roger.lamb@student.chester.ac.uk,Computer Science,2,2024-10-16,False,False,False,False,Full,83.1,-4.41,7,3.88,-4.38,-2.46,7,Declining,4,0,69,3.32,True,14,True,False,1,0,val,1,6,2,7,2,12,0,69.0,40.8,8,1,2025-03-20,0
STU0125,Janet Pritchard,janet.pritchard@student.chester.ac.uk,Psychology,1,2024-09-06,False,True,False,False,Full,95.81,2.36,10,4.01,1.62,0.6,11,Stable,5,0,80,3.53,True,3,False,False,0,0,test,1,3,0,1,5,11,2,76.1,129.5,7,3,2025-03-12,0
STU0126,Sandra Hussain,sandra.hussain@student.chester.ac.uk,Engineering,2,2024-10-01,False,False,False,False,Partial,79.94,8.32,3,4.77,-0.88,0.76,4,Improving,5,0,41,2.67,False,8,True,False,2,1,test,2,5,1,13,1,8,0,41.9,124.1,7,0,2025-03-14,0
STU0127,Bethan Andrews,bethan.andrews@student.chester.ac.uk,Data Science,2,2024-09-21,False,False,False,False,Full,44.93,3.93,0,0.3,0.0,-0.07,0,Improving,2,1,23,2.0,False,6,True,True,0,0,train,4,1,8,28,4,8,0,22.6,43.4,6,1,2025-02-22,1
STU0128,Suzanne Adams,suzanne.adams@student.chester.ac.uk,Computer Science,3,2024-09-16,True,False,False,False,Full,70.17,-5.67,2,0.0,-2.25,-2.38,3,Declining,2,1,44,2.84,False,19,True,True,1,1,test,2,4,3,11,0,6,0,53.5,320.8,7,2,2025-03-14,1
STU0129,Holly Nash,holly.nash@student.chester.ac.uk,Business Analytics,3,2024-10-12,False,False,False,True,Self-funded,74.94,-7.73,5,3.24,-2.75,-1.4,7,Declining,5,0,66,3.08,False,8,False,False,0,0,train,2,8,4,7,6,5,4,59.3,48.5,9,0,2025-03-08,0
STU0130,Bryan Lloyd,bryan.lloyd@student.chester.ac.uk,Psychology,1,2024-09-17,False,False,True,False,Self-funded,92.04,1.65,14,8.04,1.88,1.89,13,Stable,6,0,99,4.0,True,6,False,False,0,0,test,1,8,0,6,1,7,3,95.3,18.1,8,1,2025-02-24,1
STU0131,Kevin Jackson,kevin.jackson@student.chester.ac.uk,Data Science,2,2024-10-06,False,True,False,False,Self-funded,75.79,-11.01,3,0.0,-2.0,-1.06,8,Declining,4,0,74,3.48,True,20,False,True,2,1,test,1,2,1,8,1,8,0,78.2,5.9,6,0,2025-02-27,0
STU0132,Joanna Long,joanna.long@student.chester.ac.uk,Psychology,3,2024-09-24,False,False,False,False,Self-funded,92.27,0.83,15,7.91,-0.12,0.23,17,Stable,5,0,81,4.0,True,11,False,False,0,0,train,1,9,1,3,4,5,0,80.2,131.0,7,0,2025-03-21,1
STU0133,Terry George,terry.george@student.chester.ac.uk,Data Science,2,2024-10-25,False,False,False,False,Full,66.85,-15.83,4,0.0,-2.25,-1.78,8,Declining,2,0,72,3.26,True,14,False,False,1,1,train,3,5,1,12,3,6,1,71.9,78.7,6,0,2025-02-23,1
STU0134,Fiona Jones,fiona.jones@student.chester.ac.uk,Psychology,3,2024-10-06,False,False,True,False,Full,79.8,4.55,10,5.26,4.5,3.16,7,Improving,3,1,58,2.82,False,8,False,False,0,0,test,1,2,1,11,1,7,2,55.1,189.0,7,1,2025-03-16,1
STU0135,Melanie Fraser,melanie.fraser@student.chester.ac.uk,Engineering,3,2024-09-22,False,False,False,False,Self-funded,94.44,7.2,7,1.53,-1.0,-1.2,12,Improving,7,0,69,3.41,True,20,False,False,0,0,val,1,8,1,6,3,8,3,69.7,9.5,7,2,2025-03-19,0
STU0136,Natasha Francis,natasha.francis@student.chester.ac.uk,Engineering,1,2024-10-15,False,False,False,False,Partial,100.0,4.97,10,4.52,-3.38,-2.38,9,Improving,7,0,99,3.63,True,7,False,False,0,0,train,1,6,0,1,7,9,1,98.0,11.6,6,0,2025-03-04,0
STU0137,Christian Rees,christian.rees@student.chester.ac.uk,Engineering,2,2024-09-27,False,True,False,False,Partial,66.03,-5.25,2,0.0,-1.38,-0.49,0,Declining,6,0,44,2.59,False,11,True,True,2,0,train,2,5,4,16,2,3,3,37.5,38.5,10,0,2025-03-21,1
STU0138,Joseph Davies,joseph.davies@student.chester.ac.uk,Psychology,3,2024-09-02,False,False,False,False,Full,73.35,-6.91,4,2.32,-1.12,0.28,9,Declining,3,1,61,2.63,False,21,False,True,1,0,train,1,3,4,10,8,2,0,65.5,120.6,6,1,2025-03-16,0
STU0139,Damian Ahmed,damian.ahmed@student.chester.ac.uk,Psychology,1,2024-10-01,True,False,False,True,Partial,52.81,6.78,1,4.12,0.25,0.47,2,Improving,3,0,54,2.26,False,14,False,True,2,2,test,4,6,3,28,3,2,0,57.0,115.4,9,1,2025-03-07,0
STU0140,Shirley Smith,shirley.smith@student.chester.ac.uk,Psychology,1,2024-10-20,True,True,False,True,Partial,88.39,-5.84,7,0.59,-3.88,-2.78,11,Declining,7,0,75,3.32,False,21,False,False,0,0,train,1,6,1,4,5,9,1,68.8,149.0,7,2,2025-03-08,0
STU0141,Marilyn Thomas,marilyn.thomas@student.chester.ac.uk,Data Science,2,2024-10-09,False,False,False,True,Self-funded,70.01,-2.14,2,2.2,-1.25,0.66,1,Stable,3,0,70,2.83,False,13,False,True,2,2,val,2,6,2,15,2,8,1,76.2,35.9,7,1,2025-02-21,0
STU0142,Jonathan Burton,jonathan.burton@student.chester.ac.uk,Business Analytics,3,2024-10-10,False,False,True,False,Partial,65.22,6.73,5,1.56,0.75,-0.07,2,Improving,2,2,57,2.63,False,9,False,True,1,0,train,2,6,3,19,0,2,1,65.1,131.6,7,0,2025-03-03,2
STU0143,Carole Armstrong,carole.armstrong@student.chester.ac.uk,Psychology,3,2024-10-18,True,True,False,False,Self-funded,86.61,0.15,5,1.15,-1.38,-1.11,13,Stable,4,0,86,3.66,True,12,False,False,0,0,train,1,12,1,6,2,11,1,89.9,38.1,8,1,2025-03-02,0
STU0144,Guy Hudson,guy.hudson@student.chester.ac.uk,Computer Science,1,2024-09-27,False,True,False,True,Full,72.31,-1.48,4,0.0,0.25,0.11,5,Stable,4,0,67,3.42,False,15,False,False,0,0,train,2,7,3,12,4,8,4,65.1,12.7,10,0,2025-02-22,0
STU0145,Dennis Davies,dennis.davies@student.chester.ac.uk,Computer Science,3,2024-10-15,False,True,False,False,Self-funded,84.47,6.56,10,5.09,1.88,1.59,5,Improving,6,0,89,3.93,False,17,False,False,0,0,val,2,5,1,12,4,9,1,76.0,43.0,6,0,2025-03-07,0
STU0146,Terry Smith,terry.smith@student.chester.ac.uk,Data Science,2,2024-10-11,False,False,False,False,Full,67.57,2.36,3,1.2,1.62,1.52,4,Stable,2,0,52,2.42,False,17,True,False,2,1,val,2,5,0,21,1,8,0,60.8,3.2,5,0,2025-02-24,2
STU0147,Hannah Clarke,hannah.clarke@student.chester.ac.uk,Business Analytics,3,2024-09-03,True,True,True,False,Full,77.29,-8.2,5,2.46,-4.88,-2.19,13,Declining,3,0,82,3.9,False,21,True,True,2,2,train,1,5,0,10,4,8,1,75.7,221.8,9,1,2025-03-05,2
STU0148,Leah Hodgson,leah.hodgson@student.chester.ac.uk,Engineering,3,2024-09-04,False,False,False,True,Self-funded,59.04,-3.17,1,1.35,0.25,0.34,1,Declining,5,1,44,2.4,False,14,False,True,2,1,test,2,7,5,19,1,4,1,39.4,4.5,9,0,2025-03-09,0
STU0149,Guy Murray,guy.murray@student.chester.ac.uk,Business Analytics,1,2024-10-08,True,True,False,False,Self-funded,69.76,-3.22,12,4.28,1.25,0.28,4,Declining,4,1,63,2.95,True,21,False,False,0,0,train,4,5,6,12,1,11,0,60.8,296.0,4,0,2025-03-15,1
STU0150,Liam Bailey,liam.bailey@student.chester.ac.uk,Data Science,1,2024-09-28,False,True,False,True,Self-funded,53.09,-8.21,0,0.0,-0.12,-0.24,0,Declining,1,3,46,2.46,False,5,True,True,2,2,test,2,3,6,18,2,3,1,52.9,28.1,7,0,2025-03-15,2
STU0151,Brenda Turner,brenda.turner@student.chester.ac.uk,Data Science,3,2024-10-01,False,False,False,False,Self-funded,67.26,-5.1,6,2.37,1.0,0.52,5,Declining,3,1,49,2.65,True,10,False,False,0,0,train,2,3,6,11,0,9,0,42.3,106.8,7,0,2025-03-12,2
STU0152,Oliver Ford,oliver.ford@student.chester.ac.uk,Psychology,2,2024-09-14,True,True,False,False,Partial,50.62,-6.64,1,0.0,0.5,-0.45,2,Declining,3,0,40,2.18,False,17,False,False,0,0,train,4,3,4,24,4,4,1,31.2,15.4,6,1,2025-03-01,2
STU0153,Allan Lowe,allan.lowe@student.chester.ac.uk,Data Science,3,2024-09-26,False,False,False,False,Self-funded,78.97,-6.52,6,3.16,-1.38,-0.25,11,Declining,7,0,79,3.23,True,12,False,False,0,0,val,2,10,1,9,6,8,1,81.6,19.4,7,0,2025-03-08,0
STU0154,Wayne McDonald,wayne.mcdonald@student.chester.ac.uk,Computer Science,3,2024-10-01,False,False,False,False,Partial,63.89,8.6,1,1.64,1.62,-0.01,4,Improving,3,2,67,2.82,False,19,False,False,0,0,train,4,5,4,20,1,5,1,69.8,26.0,8,1,2025-02-22,0
STU0155,Brian Shaw,brian.shaw@student.chester.ac.uk,Business Analytics,2,2024-09-23,False,True,False,False,Self-funded,71.92,4.09,4,2.08,2.25,1.04,3,Improving,3,0,54,3.01,False,7,False,True,1,0,train,2,8,4,15,4,7,1,56.2,22.9,5,0,2025-03-04,1
STU0156,Lauren Kirby,lauren.kirby@student.chester.ac.uk,Data Science,3,2024-10-10,False,False,False,True,Full,93.45,5.02,8,4.38,2.25,0.3,7,Improving,7,0,94,3.81,True,17,False,False,0,0,train,1,8,1,3,2,6,3,95.7,54.4,6,0,2025-03-07,1
STU0157,Jennifer Lee,jennifer.lee@student.chester.ac.uk,Computer Science,1,2024-09-04,False,False,False,False,Partial,86.12,13.78,9,5.4,2.12,2.48,5,Improving,5,0,88,3.93,True,6,False,False,0,0,train,2,4,3,12,2,6,4,93.5,63.2,10,0,2025-03-15,0
STU0158,Geraldine Stokes,geraldine.stokes@student.chester.ac.uk,Business Analytics,1,2024-10-18,False,False,False,True,Full,60.87,2.39,0,0.0,-0.12,-0.12,1,Stable,2,2,47,2.36,False,11,False,True,1,0,train,2,6,6,19,5,4,1,47.4,55.4,6,1,2025-02-20,3
STU0159,Hilary Hill,hilary.hill@student.chester.ac.uk,Psychology,1,2024-09-25,False,False,False,False,Self-funded,73.45,7.38,4,2.82,2.25,0.66,3,Improving,3,1,65,2.91,False,18,False,False,0,0,train,2,6,4,17,4,5,1,66.8,118.8,6,3,2025-02-22,2
STU0160,Dorothy Warren,dorothy.warren@student.chester.ac.uk,Data Science,2,2024-09-01,True,True,True,False,Full,69.78,2.1,3,1.62,0.0,-0.63,3,Stable,3,1,55,2.87,False,14,False,False,0,0,train,2,6,3,17,2,7,1,49.8,58.8,6,1,2025-02-24,0
STU0161,Clifford Begum,clifford.begum@student.chester.ac.uk,Business Analytics,2,2024-10-08,True,False,False,False,Full,57.53,-6.28,1,2.3,1.0,1.5,1,Declining,0,1,72,3.32,False,17,False,False,0,0,val,2,6,2,22,1,3,0,71.7,23.9,5,0,2025-03-07,5
STU0162,Stuart Singh,stuart.singh@student.chester.ac.uk,Business Analytics,1,2024-09-15,False,False,False,False,Partial,76.34,8.97,2,1.92,1.25,2.19,5,Improving,5,0,75,3.51,False,15,False,False,0,0,val,3,3,1,17,2,6,0,73.8,116.3,8,0,2025-03-13,0
STU0163,Aaron Pritchard,aaron.pritchard@student.chester.ac.uk,Psychology,2,2024-10-17,False,False,True,False,Partial,64.88,-17.56,0,0.0,-2.62,-1.74,1,Declining,2,0,44,2.52,False,16,False,True,1,0,val,2,8,2,12,2,9,1,41.4,32.0,9,0,2025-02-26,0
STU0164,Kenneth Cox,kenneth.cox@student.chester.ac.uk,Engineering,3,2024-09-28,True,False,False,False,Full,63.7,-3.92,0,0.68,-2.38,-1.7,3,Declining,0,2,50,2.38,False,16,False,True,1,0,test,2,6,3,17,1,5,0,54.2,11.9,7,1,2025-03-10,2
STU0165,Dean Sharpe,dean.sharpe@student.chester.ac.uk,Computer Science,2,2024-10-16,False,True,False,False,Self-funded,80.38,4.69,6,6.0,3.38,2.78,16,Improving,3,1,64,2.87,False,10,False,False,0,0,train,2,6,3,10,3,8,1,65.3,4.1,9,0,2025-03-13,0
STU0166,Rachael Kelly,rachael.kelly@student.chester.ac.uk,Engineering,1,2024-10-07,False,True,False,False,Self-funded,67.21,12.31,6,1.64,3.0,0.45,1,Improving,3,0,34,2.62,False,17,True,True,1,0,train,3,3,4,20,3,13,1,33.9,169.9,6,1,2025-03-10,1
STU0167,Glenn Martin,glenn.martin@student.chester.ac.uk,Business Analytics,1,2024-10-08,False,False,False,False,Full,81.03,11.98,2,1.03,0.12,0.88,1,Improving,6,0,52,2.64,False,4,False,True,0,0,val,2,5,2,12,6,7,3,56.4,143.7,7,0,2025-03-16,2
STU0168,Ashleigh Davis,ashleigh.davis@student.chester.ac.uk,Engineering,2,2024-10-11,True,False,False,False,Partial,49.06,-9.98,0,0.0,-0.12,0.12,0,Declining,0,0,27,1.65,False,4,True,True,2,1,train,3,5,7,20,5,10,0,37.6,176.4,6,0,2025-03-10,1
STU0169,Leanne Jones,leanne.jones@student.chester.ac.uk,Data Science,3,2024-10-16,True,False,False,False,Partial,76.53,0.08,8,4.79,1.75,0.4,5,Stable,4,0,81,3.5,False,12,False,False,0,0,train,1,6,3,11,4,8,0,81.0,15.2,7,1,2025-02-20,2
STU0170,Lee Green,lee.green@student.chester.ac.uk,Engineering,3,2024-09-22,False,False,False,False,Self-funded,78.72,-1.82,5,2.61,1.0,0.2,10,Stable,5,0,61,3.11,True,3,False,False,0,0,train,2,3,3,10,2,4,0,58.6,14.1,8,0,2025-02-25,1
STU0171,Mary Norton,mary.norton@student.chester.ac.uk,Engineering,1,2024-09-26,False,False,False,False,Full,79.74,-4.27,4,3.6,-2.25,-2.15,12,Declining,4,1,56,3.59,False,5,False,False,0,0,train,1,9,4,7,3,11,1,51.2,98.6,7,0,2025-03-02,2
STU0172,Samuel Harper,samuel.harper@student.chester.ac.uk,Business Analytics,3,2024-09-16,False,False,False,False,Self-funded,85.69,-0.15,6,2.55,-3.12,-2.65,8,Stable,5,0,76,3.42,True,15,False,False,0,0,train,1,3,2,8,2,9,2,80.0,47.7,6,0,2025-02-26,0
STU0173,Callum Todd,callum.todd@student.chester.ac.uk,Engineering,1,2024-09-03,False,False,False,True,Partial,74.71,-7.72,8,4.57,0.88,1.38,11,Declining,4,0,80,3.53,False,20,False,False,0,0,test,1,8,3,10,5,7,1,92.1,47.2,6,0,2025-03-16,1
STU0174,Marcus Wade,marcus.wade@student.chester.ac.uk,Engineering,1,2024-10-08,False,False,True,True,Full,83.15,2.64,9,4.88,1.88,0.2,13,Stable,6,0,78,3.86,True,13,False,False,0,0,train,1,3,6,6,2,8,2,76.2,104.3,7,1,2025-03-03,0
STU0175,Angela Fisher,angela.fisher@student.chester.ac.uk,Psychology,1,2024-09-03,False,True,True,False,Partial,71.84,-5.85,4,0.0,-1.5,-1.2,9,Declining,5,1,68,3.7,True,13,False,False,0,0,train,2,5,4,11,3,8,1,63.9,91.2,8,2,2025-02-23,0
STU0176,Rachel Moore,rachel.moore@student.chester.ac.uk,Business Analytics,3,2024-10-11,False,True,True,False,Full,77.53,7.69,6,3.12,3.62,1.52,6,Improving,6,0,72,3.53,False,8,False,False,0,0,train,3,7,1,14,1,12,1,66.6,147.4,7,1,2025-03-09,0
STU0177,Nathan Tucker,nathan.tucker@student.chester.ac.uk,Data Science,3,2024-09-08,False,True,False,False,Partial,75.22,-9.08,14,3.13,-1.88,-1.45,9,Declining,2,1,67,2.94,False,5,False,False,0,0,train,2,8,3,7,4,12,2,70.4,13.3,9,1,2025-03-05,1
STU0178,Hollie Cooke,hollie.cooke@student.chester.ac.uk,Engineering,3,2024-10-10,False,False,False,True,Self-funded,65.33,1.07,7,1.39,3.88,1.34,1,Stable,1,1,32,2.78,False,20,False,False,0,0,train,2,8,2,19,3,6,1,25.6,36.1,8,1,2025-03-13,4
STU0179,Janice Fowler,janice.fowler@student.chester.ac.uk,Data Science,1,2024-10-07,False,False,False,False,Full,67.14,-7.74,8,4.53,-0.5,-0.25,1,Declining,2,1,51,2.36,False,4,False,False,0,0,train,2,6,0,16,2,9,1,56.2,170.8,8,1,2025-02-20,1
STU0180,Lauren Jackson,lauren.jackson@student.chester.ac.uk,Computer Science,3,2024-09-05,False,True,False,False,Full,90.49,-0.5,10,4.29,-1.88,-0.66,12,Stable,4,0,76,3.32,True,5,False,False,0,0,train,1,6,0,5,5,9,1,81.5,38.3,7,0,2025-03-16,0
STU0181,Sean Sykes,sean.sykes@student.chester.ac.uk,Computer Science,2,2024-09-22,True,False,False,False,Partial,67.55,1.87,1,0.28,-0.12,-0.4,3,Stable,4,0,71,2.9,False,10,False,False,0,0,train,3,6,4,16,1,5,1,80.1,37.0,6,0,2025-03-20,0
STU0182,Luke Brookes,luke.brookes@student.chester.ac.uk,Engineering,1,2024-09-28,True,True,False,False,Self-funded,89.06,4.86,9,1.97,0.38,-0.43,8,Improving,5,0,70,3.43,True,6,False,False,0,0,train,1,6,1,7,5,10,0,66.4,261.9,9,0,2025-03-12,1
